Date,Time,Link,Title,Content
2018/08/13,16:10,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889582/latest-news,"《新股表現》千盛(08475.HK)收0.495元低上市價31%  每手賬面蝕1,125元","千盛集團(08475.HK)首日掛牌，股價開報0.7元，僅升至0.71元已行人止步，掉頭輾轉滑落，午後低見0.485元，全日收0.495元，較上市價0.72元，低22.5仙或31%，成交1.36億股，涉資8,945萬元。不計手續費，每手5,000股，賬面蝕1,125元。千盛是次來港上創業板合共發售1億股，其中10%公開發售獲87倍超購，已啟動回撥機制佔比增至40%，認購一手中籤率40%；股份以偏向招股範圍(0.5-0.8元)上限定價，料集資淨額3,870萬元，其中58.1%用於開發更多餐廳品牌，13.7%用作還債，6.5%透過取得新特許經營品牌發展業務。上市獨家保薦人力高企業融資。千盛是一間總部設於新加坡的多品牌餐廳集團，主要以特許經營模式營運，集團提供韓國及日本菜，主打休閒餐飲概念，以新加坡、馬來西亞及印尼中產大眾市場為目標顧客群。"
2018/08/13,16:04,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889578/latest-news,天虹紡織(02678.HK)：越南及尼加拉瓜廠房有助迴避貿易戰風險,天虹紡織(02678.HK) 沽空 $47.90萬; 比率 19.415%   執行董事許子慧在中期業績記者會上表示，集團早前收購在美國及墨西哥的紡織品銷售公司，公司本身的每年銷售額逾1億美元，收購有助提升集團在越南及尼加拉瓜廠房的產品在海外銷售的能力，帶來疊加效應。他又指，今年初時計劃投資20億元人民幣在中國及越南廠房擴充產能約60萬紗錠，現時擴產目標升至84萬紗錠，新增的24萬紗錠料額外投資約3億至4億元人民幣，包括用於收購二手設備。中美貿易戰方面，他稱集團銷售往美國的產品主要在尼加拉瓜及越南廠房生產。主席洪天祝則稱美國對中國現已加徵關稅的商品中不涉服裝產品，僅少部分上游紡織品受到影響，未看到集團的產品涉及有關的種類。而集團在越南及尼加拉瓜等地的海外廠商，正好有助迴避貿易戰對產業鏈等帶來的風險。此外，副主席及行政總裁朱永祥表示，原材料之一的棉花的價格較對上一個年度增加約15%至20%。而棉花價格每升10%，對紗價的影響約為5%至6%。
2018/08/13,16:00,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889577/latest-news,人行試點開展金融債券彈性招標發行,人民銀行發布關於試點開展金融債券彈性招標發行的通知指，金融機構在銀行間債券市場招標發行金融債券時，有權根據事先設定的規則，動態調整最終債券發行規模。試點初期，彈性招標發行暫適用於開發性、政策性金融債券的發行，可根據試點情況逐步擴大試點範圍。試點階段單期金融債券發行規模彈性調整比例不得超過其初始發行規模的50%。
2018/08/13,15:59,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889575/latest-news,利福國際(01212.HK)料本港下半年零售銷售增速不如上半年快,利福國際(01212.HK) 沽空 $44.92萬; 比率 4.678%   主席劉鑾鴻在記者會上表示，目前人民幣貶值對香港零售市道影響輕微，看到增長勢頭仍在，但預計下半年本港零售銷售的增幅不如上半年快，料為高單位數至低雙位數增長，主要是由於去年下半年的高基數效應所致。公司上半年盈利按年減少48.7%，主要是受到期內投資收入大幅下跌所拖累。他指出，投資組合中，主要包含股票、債券及投資基金等，預計下半年投資市場會較上半年動盪，因此近月已有將投資組合規模適量減少，但強調沒有可能將規模減至零。劉鑾鴻續指，將投資組合中的現金回流後放在公司，都沒有特別用途，因此計劃將部分資金用於回購，對股東亦有得益。他強調，一直不擔心公司的負債比率，因為目前未動用的現金達40億至50億，隨時可變現的資產達100億元。早前利福國際宣布收購利福中國(02136.HK)  +0.290 (+9.265%)    沽空 $8.99萬; 比率 0.777%   日式餐廳「和三味」。劉氏解釋，「和三味」本屬於集團的內地業務，但由於現時內地餐廳業務競爭大，因此只剩下香港區的一家分店，將其撥歸至利福國際旗下會更合適。
2018/08/13,15:51,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889574/latest-news,《外圍股市》歐洲主要股市早段續跌0.3%-0.9%,"土耳其政治及經濟危機惡化，土耳其里拉續挫屢創紀錄低，市場憂慮當地金融市場不穩及經濟危機或會蔓延至其他經濟體及銀行業，投資者將資金撤出較高風險資產，流入美元及日圓避難，新興市場貨幣遭拋售。亞太區股市除深成及越南股市反覆逆升0.4%-0.6%外，無一倖免，尤其是央行曾干預匯市以穩定印尼盾的印尼雅加達綜指急挫3.2%為逾年半最傷；港股、韓股、日經、台股及菲股也依次跌1.5%-2.2%。土耳其央行於本港時間午後發布穩定外匯市場聲明指，包括央行將恢復外匯存款中介能，以及需要時為銀行提供所有流動性，消息支持土其耳里拉短暫反彈，兌美元曾由最多續挫3.5%，收窄至僅跌1.1%。美股期貨低位全面跌不足0.5%，其中道指期貨低見25,163，現造25,212，僅續跌119點或近0.5%歐洲主要股市繼上周五在銀行股主導全面下挫後，早段仍然偏軟，上周五急挫2.5%的意大利FTSE MIB現造20,926，續跌0.8%；西班牙IBEX 35現造9,520，續跌0.9%；德國DAX現造12,340，續跌0.7%；法國CAC現造5,397，續跌0.3%；泛歐600報384.08，續吐近0.5%。英國富時100現造7,624，續跌近0.6%。"
2018/08/13,15:48,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889573/latest-news,活躍投資者Elliott傳入股收視調查公司尼爾森推動賣盤,《華爾街日報》引述消息報道，活躍維權投資者Elliott Management，已購入收視及市場調查公司尼爾森(Nielsen Holdings)逾8%股權，總值最少6.4億美元。消息指Elliott Management擬最快今天(13日)宣布推動公司賣盤，目前已有多間私募機構有意接手。尼爾森今年股價累跌約四成，目前市值80億美元，為標普500指數今年表現最差3隻成分股之一。該股上月曾單日急跌兩成半，當日公司公布季績遜預期，並下調全年收入預測。
2018/08/13,15:41,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889572/latest-news,惠譽確認西部水泥(02233.HK)信貸評級BB-  展望穩定,"評級機構惠譽公布，確認西部水泥(02233.HK)長期發行人違約評級及高級無抵押評級「BB-」，展望穩定。報告指，穩定展望，反映該行料西泥在2018至2021年間槓桿維持低水平，料內地水泥市場基本面仍穩健。惠譽稱，西部水泥年產能達每年2,920萬噸，近八成位於陝西，在南部有領導地位，以產能計，市佔高近75%；西泥是陝西中部三大主要水泥廠之一。陝西經濟維持強勁增長，今年次季增長達8.6%。報告指，西泥經營EBITDA利潤率自2015年起擴大。由於供給側改革致市場基本面改善及地區需求增加，引致銷售均價上升，帶動過去兩年盈利能力改善。西泥經營EBITDA利潤率由2016年的31.3%擴大至去年的35%。惠譽料在銷售均價上升支持下，西泥今年經營EBITDA利潤率料擴至約36.5%，未來兩至三年料維持在33%至37%水平。今年首五個月銷售均價上升，支持公司收入同比增約20%。惠譽稱，西部水泥未來資本開支有限，亦沒有任何併購計劃，公司指傾向維持溫和派息比率約25%，該行料公司今明兩年淨槓桿維持低於兩倍水平。另該行料西泥與海螺水泥(00914.HK)  -0.650 (-1.314%)    沽空 $7.55千萬; 比率 27.690%   的合作，可幫助西泥改善經營效率及在陝西的市場地位。"
2018/08/13,15:38,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889571/latest-news,《大行報告》大摩：新貸款回報穩定 料支持內銀淨息差,"大摩發表報告指，中銀保監近日發文及次季貨幣政策報告皆顯示貸款投放於實體經濟的成效，尤其在穩定信貸增長及調整貸款回報率增長速度。該行指由於內銀須保留資本，對估值將造成壓力，惟對國有銀行而言，限制派息的影響較少。另外，中銀保監數據指出，內銀上半年共處置不良貸款約8,000億元，較去年同期多處置1,665億元，內銀進一步消化不良貸款屬於正面訊息。該行並指，市場利率下降未有影響貸款利率，新貸款收益率仍上升，不過速度減慢。相信銀行平均貸款收益率將緩慢上升，同時信貸成本穩定，有助支持內銀淨利息收益率擴闊。"
2018/08/13,15:35,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889570/latest-news,美法院裁定孟山都除草劑致癌須賠償 母公司拜耳股價跌9.5%,"美國三藩市高等法院裁定，美國種子生產商孟山都(Monsanto)須就其兩款除草劑致癌支付2.89億美元，包括3,920萬美元補償性賠償及2.5億元懲罰性賠償。案中場地管理員患上非何傑金淋巴瘤(non-Hodgkin lymphoma)，為千計同類訴訟中首宗勝訴案例。孟山都表明會上訴。案中陪審團一致裁定公司的Ranger Pro及Roundup除草劑對消費者構成實質性危險，孟山都知悉或應該知悉其潛在風險，但沒有警告消費者。世衛2015年指，孟山都除草劑Roundup內的嘉磷塞(glyphosate)成分可致癌。收購孟山都的德國化工巨擘拜耳(Bayer)股價在歐洲初段急跌，最新跌9.5%，報21歐元。"
2018/08/13,15:21,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889569/latest-news,《大行報告》大摩料呷哺呷哺(00520.HK)未來15日股價會升,大摩發表研究報告，指相信呷哺呷哺(00520.HK) 沽空 $2.79百萬; 比率 11.896%   的股價會於未來15日內上升，機率有70-80%，目標價18元，評級「增持」。該行指，公司的股價自8月1日起累跌10%，跑輸同期恆指表現，現價明年預測市盈率為19倍，相等於市盈增長率的0.7倍，預期上半年收入增長有36%，主因同店銷售升6%，純利料按年升13%。
2018/08/13,15:15,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889567/latest-news,*大摩：教育股惹政府強烈關注 維持楓葉教育(01317.HK)「減持」評級,No Content
2018/08/13,15:14,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889568/latest-news,《滬深兩市》上證低收0.34% 創指V彈漲逾1% 科技股飆,"人民銀行連續第十五日不進行公開市場操作，單日零投放零回籠；人民幣中間價大幅下調234點，報6.8629兌一美元，續刷新去年5月31日以來新低。滬深兩市周一(13日)跳空低開後，三大股指早盤持續低迷，午後5G概念、芯片、軟件等板塊齊齊拉升，帶動創指V彈倒升逾1%，1,500點失而復得，釀酒、民航、金融等權重板塊則表現低迷。上證綜指全日跌0.34%，報2,785點；深證成指彈0.36%，報8,844點；滬深300指數收報3,390點，走低0.43%；創業板指數倒升1.3%，至1,531點。兩市成交額3,006億元人民幣。國家工信部發文推動企業上雲，雲計算概念午後抽升，中國軟件(600536.SH)、衛士通(002268.SZ)漲停，浪潮軟件(600756.SH)、用友網絡(600588.SH)彈逾半成；軟件板塊現漲停潮，索菱股份(002766.SZ)、皖通科技(002331.SZ)、捷順科技(002609.SZ)、四維圖新(002405.SZ)均漲停；5G概念飆高，富春股份(300299.SZ)、新易盛(300502.SZ)、宜通世紀(300310.SZ)、邦訊技術(300312.SZ)漲停，萬馬科技(300698.SZ)、長飛光纖(601869.SH)、通宇通訊(002792.SZ)飆逾7%。鋼鐵板塊升幅居前，柳鋼(601003.SH)漲7.3%，華菱鋼鐵(000932.SZ)揚6%，三鋼閩光(002110.SZ)升4.6%；國防股造好，長城軍工(601606.SH)漲停，中國應急(300527.SZ)、內蒙一機(600967.SH)揚逾4%；生物疫苗股活躍，康泰生物(300601.SZ)飆7.9%，我武生物(300357.SZ)漲4.5%，中源協和(600645.SH)、安圖生物(603658.SH)彈逾3%；電子器件板塊彈升，金安國紀(002636.SZ)、曉程科技(300139.SZ)、台基股份(300046.SZ)漲停，艾華集團(603989.SH)彈7.3%；通服、醫藥等板塊亦表現強勢。中銀保監會表示，將引導銀行保險機構加大資金投放力度，加大信貸投放，惟銀行股表現弱勢，成都銀行(601838.SH)、建行(601939.SH)、招行(600036.SH)、吳江銀行(603323.SH)走低逾2%，平安銀行(000001.SZ)、工行(601398.SH)、農行(601288.SH)、中行(601988.SH)等低水逾1%；保險股方面，中國平安(601318.SH)、中國太保(601601.SH)、新華保險(601336.SH)、國壽(601628.SH)走低1%-1.5%。國家民航局表示將進一步推進民航運價市場化改革，民航股軟，國航(601111.SH)、南航(600029.SH)跌逾2%，春秋(601021.SH)、東航(600115.SH)亦走低逾1%；酒股造淡，洋河股份(002304.SZ)、古井貢酒(000596.SZ)、五糧液(000858.SZ)、瀘州老窖(000568.SZ)等跌逾2%；航運、地產等板塊亦跌幅居前。"
2018/08/13,15:09,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889566/latest-news,*大摩：新貸款回報穩定 料支持內銀淨息差,No Content
2018/08/13,15:05,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889564/latest-news,*大摩料呷哺呷哺(00520.HK)未來15日股價會升,No Content
2018/08/13,14:58,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889559/latest-news,《大行報告》舜宇光學(02382.HK)投資評級及目標價(表) (更新),舜宇光學(02382.HK) 沽空 $6.85千萬; 比率 16.273%   將於今天(13日)公布截至6月底止半年業績，本網綜合15間券商，料舜宇光學今年上半年純利介乎13.24億至17.43億元人民幣，較其2017年同期純利11.59億元人民幣，按年增加14.2%至50.4%，中位數為15.08億元人民幣，按年增加30.1%。本網綜合15間券商，料舜宇上半年收入介乎120.13億至140.46億元人民幣，較2017年同期100.32億元人民幣，按年增加19.7%至40%，中位數為131.46億元人民幣，按年升31%。現列出29間券商對舜宇光學投資評級及目標價：券商│投資評級│目標價(港元)摩根士丹利│增持│220元麥格理│跑贏大市│220元中信證券│買入│209.5元廣發證券│買入│206元美銀美林│買入│200元摩根大通│增持│200元里昂│買入│200元交銀國際│買入│200元海通國際│買入│200元聯昌│收集│200元第一上海│買入│200元花旗│買入│195元大和│買入│195元中銀國際│買入│192元中金│推薦│190元東英證券│買入│190元高盛│買入(「確信買入」名單)│188元瑞信│跑贏大市│188元興業證券│買入│186.5元建銀國際│跑贏大市│186.2元凱基證券│增持│178.1元Jefferies│買入│169元元大證券│買入│165元野村│買入│160元德銀│買入│170->158元大華繼顯│持有│157.25元瑞銀│中性│150元匯豐環球研究│持有│140元中信建投國際│持有│132元
2018/08/13,14:58,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889562/latest-news,南韓統一部：兩韓峰會下月在平壤舉行,《路透》報道，南韓統一部表示，南北韓同意下月在北韓首都平壤再次舉行兩韓峰會。報道指，南北韓官員就是次峰會在板門店舉行高層次討論。南北韓總統今年4月舉行峰會，並同意在秋季舉行另一次峰會。
2018/08/13,14:57,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889558/latest-news,《業績前瞻》券商料舜宇(02382.HK)中期純利按年升14%至50%(表)(更新),舜宇光學(02382.HK) 沽空 $6.85千萬; 比率 16.273%   將於今天(13日)公布截至6月底止半年業績，本網綜合15間券商，料舜宇光學今年上半年純利介乎13.24億至17.43億元人民幣，較其2017年同期純利11.59億元人民幣，按年增加14.2%至50.4%，中位數為15.08億元人民幣，按年增加30.1%。本網綜合15間券商，料舜宇上半年收入介乎120.13億至140.46億元人民幣，較2017年同期100.32億元人民幣，按年增加19.7%至40%，中位數為131.46億元人民幣，按年升31%。此外，綜合12間券商，料舜宇上半年毛利率預測介乎19.7%至22.2%，按年減少0.9個百分點至增加1.6個百分點，中位數為21.05%，按年增加0.45個百分點。中金公司預計，舜宇光學半年純利將按年增長24.5%至14.43億元，半年收入將按年增長28%至128.36億元人民幣，整體毛利率按年跌0.9個百分點至19.7%。該行指出，雖然舜宇光學手機攝像模組業務競爭短期可能加劇，但認為三鏡頭機型、手機鏡頭市場份額提升以及輔助駕駛系統ADAS有望長期驅動業務增長。該行亦指，若舜宇光學業績公布後股價下跌，建議投資者逢低買入。券商│今年上半年純利預測(人民幣)│按年變幅交銀國際│17.43億元│+50.4%野村│17.09億元│+47.5%大和│16.13億元│+39.2%摩根大通│16.08億元│+38.7%匯豐環球研究│15.73億元│+35.7%麥格理│15.39億元│+32.8%中銀國際│15.34億元│+32.4%建銀國際│15.08億元│+30.1%德銀│14.89億元│+28.5%元大證券│14.71億元│+26.9%東英證券│14.51億元│+25.2%瑞銀│14.44億元│+24.6%中金│14.43億元│+24.5%CIMB│13.94億元│+20.3%美銀美林│13.24億元│+14.2%按舜宇去年上半年純利11.59億元人民幣計算------------------------------------------本網綜合15間券商，料舜宇上半年收入介乎120.13億至140.46億元人民幣，較2017年同期100.32億元人民幣，按年增加19.7%至40%，中位數為131.46億元人民幣，按年升31%。券商│收入(人民幣)│按年變幅中銀國際│140.46億元│+40%德銀│139.5億元│+39.1%CIMB│138.92億元│+38.5%野村│138.16億元│+37.7%匯豐環球研究│136.74億元│+36.3%瑞銀│136.23億元│+35.8%交銀國際│134.79億元│+34.4%建銀國際│131.46億元│+31%大和│131.06億元│+30.6%美銀美林│130.25億元│+29.8%摩根大通│129.15億元│+28.7%中金│128.36億元│+28%東英證券│127.51億元│+27.1%麥格理│124.51億元│+24.1%元大證券│120.13億元│+19.7%按舜宇去年上半年收入100.32億元人民幣計算------------------------------------------本網綜合12間券商，料舜宇上半年毛利率預測介乎19.7%至22.2%，按年減少0.9個百分點至增加1.6個百分點，中位數為21.05%，按年增加0.45個百分點。券商│毛利率│按年變幅(百分點)摩根大通│22.2%│+1.6元大證券│22.1%│+1.5交銀國際│22%│+1.4大和│21.9%│+1.2野村│21.8%│+1.2麥格理│21.3%│+0.7建銀國際│20.8%│+0.2東英證券│20.5%│-0.1匯豐環球研究│20.3%│-0.3瑞銀│20.3%│-0.3美銀美林│20.3%│-0.3中金│19.7%│-0.9按舜宇去年同期毛利率20.6%計算
2018/08/13,14:54,http://www.aastocks.com/tc/stocks/news/aafn-content/NOW.889565/latest-news,《大行報告》花旗：內地收緊民辦學校監管 教育股短期受政策不明朗困擾,花旗發表研究報告，指過去周末中國司法部就《民促法實施條例(修訂草案)(送審稿)》公開徵求意見，該行認為，當局對非牟利學校的監管不確定性，短期可能會影響投資者情緒，但對中國教育股行業基本面仍保持正面看法。該行又指，與當局4月公布的版本相比，主要改動包括：集團化辦學不得通過兼併收購，加盟連鎖，協議控制等方式控制非牟利民辦學校；以及教育行政部門，人力資源社會保障部門應當加強對非牟利民辦學校與利益關聯方簽訂協議的監管，對涉及重大利益或者長期，反覆執行的協議，應當對其必要性，合法性，合規性進行審查審計。 花旗預期，高等教育方面，在過渡期結束前(大多數地區為5-10年)沒有重大影響；根據新規定，上市公司料傾向註冊為牟利學校；公、私營學校出售獨立學院情況均會增加。
